cve_edo,nom_edo,acronimo_estado,cve_mpo_ine,nom_mpo_ine,cve_edo_mpo_ine,latitude,longitude,pob_tot,grado_prom_esco,metro,lista_nominal,total_votos,por_participacion,por_abstencion,participacion_h,participacion_m,participacion_j,v_pan,v_pri,v_prd,v_pvem,v_pt,v_mc,v_morena,v_pes,v_rsp,v_fxm,v_ci,v_vxm,v_jhh,v_otros,alianza_ganadora,votos_alianza_ganadora,margen_pp,triunfo_original
15,Estado de México,Méx.,108,Tonatico,15108,18.801111111111112,-99.66972222222223,12912,8.483333333333334,NO,10885,6999,64.29949471750115,35.70050528249885,62.1457489878543,69.5337911095049,66.049264846286,411,2941,309,82,92,75,2367,128,60,313,0,3662,2544,501,Va por México,3662,15.973710530075724,V x M
15,Estado de México,Méx.,109,Tultepec,15109,19.685,-99.12805555555556,178655,10.244333333333334,SI,124337,61937,49.81381246129471,50.18618753870529,57.7977017300164,68.77324031722,63.5378750720672,4843,8264,10371,1385,1746,1801,27247,1164,2212,1278,0,23480,30382,4654,Juntos Haremos Historia,30382,11.143581381080775,JHH
15,Estado de México,Méx.,110,Tultitlan,15110,19.645,-99.16944444444444,516000,10.483060109289616,SI,374255,184158,49.20655702662623,50.79344297337377,58.9658005250852,67.1346654527449,63.205466884782,21058,44529,4752,8637,2937,8171,79346,2943,1493,4797,0,70343,90921,9233,Juntos Haremos Historia,90921,11.174100500657044,JHH
15,Estado de México,Méx.,111,Valle De Bravo,15111,19.1925,-100.13055555555556,65899,9.146129032258065,NO,55148,35263,63.942482048306374,36.057517951693626,51.6163395747122,57.8848254303039,54.8824522155501,1947,11389,452,3522,532,993,13275,737,1027,481,0,13791,17329,2245,Juntos Haremos Historia,17329,10.033179253041432,JHH
15,Estado de México,Méx.,112,Villa De Allende,15112,19.37472222222222,-100.1475,53418,7.107727272727272,NO,35807,25088,70.06451252548385,29.93548747451615,61.3443795895312,73.260580864946,67.5508240105858,546,7623,6087,323,310,134,6612,2127,374,122,0,14259,7245,2623,Va por México,14259,27.957589285714285,V x M
15,Estado de México,Méx.,113,Villa Del Carbon,15113,19.72722222222222,-99.54166666666669,51016,8.066842105263158,SI,35386,25432,71.87023116486746,28.129768835132538,66.9902912621359,77.805009265347607,72.6125734174462,3944,9970,98,3811,970,386,3835,163,728,1040,0,14017,8617,1931,Va por México,14017,21.23309216734822,V x M
15,Estado de México,Méx.,114,Villa Guerrero,15114,18.96,-99.64,69086,7.3688,NO,45006,27162,60.351953072923614,39.648046927076386,55.0838548185232,67.5546843676215,61.6826175097827,754,5333,2280,5628,349,4804,6346,249,347,335,0,8368,12326,931,Juntos Haremos Historia,12326,14.571828289522127,JHH
15,Estado de México,Méx.,116,Xonacatlan,15116,19.403333333333332,-99.52972222222222,63874,9.620714285714286,SI,44763,28926,64.62033375779103,35.37966624220897,59.449844673815,66.2004446091145,62.9578820697954,3457,7500,1055,1432,407,2339,9162,463,189,2002,0,12012,11001,2654,Va por México,12012,3.4951254926363826,V x M
15,Estado de México,Méx.,117,Zacazonapan,15117,19.072777777777777,-100.255,5109,7.26,NO,3882,2865,73.80216383307572,26.197836166924276,81.7174515235457,87.9310344827586,84.7672778561354,78,930,708,21,12,23,946,21,40,9,0,1719,979,70,Va por México,1719,25.82897033158813,V x M
15,Estado de México,Méx.,118,Zacualpan,15118,18.71722222222222,-99.77638888888887,13606,7.023333333333333,NO,10693,7211,67.43664079304217,32.56335920695783,47.57806244996,56.2432915921288,52.1537880219157,366,2761,152,184,147,87,2422,89,89,589,0,3280,2753,767,Va por México,3280,7.30827901816669,V x M
15,Estado de México,Méx.,119,Zinacantepec,15119,19.283333333333335,-99.73333333333332,203206,9.700217391304347,SI,140290,75041,53.4899137500891,46.5100862499109,60.167221895617,69.2833956826155,64.9871089390849,7956,23148,898,7996,1691,2074,24261,1883,754,1784,0,32002,33948,4421,Juntos Haremos Historia,33948,2.5932490238669526,JHH
15,Estado de México,Méx.,120,Zumpahuacan,15120,18.836388888888887,-99.5786111111111,18849,7.28,NO,12530,8648,69.01835594573025,30.98164405426975,67.3967684021544,81.7856587338622,75.1062588549046,698,2115,116,207,311,1071,1590,572,480,1111,0,2930,2109,2163,Va por México,2930,8.869102682701202,V x M
15,Estado de México,Méx.,121,Zumpango,15121,19.79694444444445,-99.09916666666666,281016,9.704772727272728,SI,160031,75696,47.30083546312902,52.69916453687098,51.5697519732758,61.6236948646921,56.8585279735467,12302,14269,8251,1671,1649,1615,29518,1155,1385,1763,0,34822,32838,4303,Va por México,34822,2.621010357218347,V x M
16,Michoacán,Mich.,001,Acuitzio,16001,19.49277777777778,-101.3325,11193,7.423,NO,8933,5199,58.19993283331467,41.80006716668533,58.7207872078721,66.5700267618198,62.8377588021991,996,538,743,196,1135,136,702,114,29,266,0,2281,2033,409,Va por México,2281,4.7701481054048855,V x M
16,Michoacán,Mich.,002,Aguililla,16002,18.73611111111111,-102.7875,14587,5.455384615384616,NO,11673,4207,36.04043519232417,63.95956480767583,38.8296152602651,40.1906013802169,39.5045632333768,102,634,87,1454,136,207,1183,63,34,25,0,827,2775,122,Juntos Haremos Historia,2775,46.30377941526028,JHH
16,Michoacán,Mich.,003,Alvaro Obregon,16003,19.823333333333338,-101.03833333333333,23160,7.325833333333334,NO,17078,10983,64.31080922824687,35.68919077175313,45.1731109426333,56.2162796152944,50.9002433090024,394,3054,564,251,565,136,1567,2881,53,1174,0,4015,2383,4108,Otros,4108,0.8467631794591641,V x M
16,Michoacán,Mich.,004,Angamacutiro,16004,20.150277777777777,-101.70861111111113,15042,6.587857142857143,NO,12679,7757,61.17990377790047,38.82009622209953,48.0945248793476,57.3185923388353,52.8597860188239,85,1333,1142,111,71,51,2342,258,29,2040,0,2562,2524,2327,Va por México,2562,0.4898801082892871,V x M
16,Michoacán,Mich.,005,Angangueo,16005,19.61777777777778,-100.28555555555556,11052,8.178333333333335,NO,8106,5065,62.48457932395757,37.51542067604243,64.556277056277,74.9754178957719,70.015455950541,185,551,614,426,1331,932,702,38,59,22,0,1354,2461,119,Juntos Haremos Historia,2461,21.85587364264561,JHH
16,Michoacán,Mich.,006,Apatzingan,16006,19.08861111111111,-102.35083333333333,126190,7.70775,NO,92583,36093,38.984478792002854,61.015521207997146,44.8615469183024,50.4977804594233,47.7655523110573,1606,5909,2478,2201,3214,941,12466,1214,2035,2029,0,9995,17884,5278,Juntos Haremos Historia,17884,21.857423877206106,JHH
16,Michoacán,Mich.,007,Aporo,16007,19.669722222222223,-100.40972222222224,3529,7.4175,NO,2874,2194,76.33959638135003,23.66040361864997,63.6645962732919,72.2695035460993,68.1616011860637,126,137,94,169,27,536,496,111,59,340,0,358,692,510,Juntos Haremos Historia,692,7.110300820419326,JHH
16,Michoacán,Mich.,008,Aquila,16008,18.599166666666665,-103.50416666666666,24917,6.396923076923077,NO,19386,13754,70.94810688125452,29.051893118745483,72.059127558404,77.6561987088303,74.7780789879339,90,899,2991,7402,117,58,1438,82,36,165,0,3983,8959,283,Juntos Haremos Historia,8959,36.17856623527701,JHH
16,Michoacán,Mich.,009,Ario,16009,19.20722222222222,-101.70805555555556,36590,7.243333333333333,NO,27397,13348,48.72066284629704,51.27933715370296,49.6733067729084,56.2671818114273,53.0854704140874,4085,1217,440,2955,327,107,2602,112,40,680,0,5744,5884,832,Juntos Haremos Historia,5884,1.0488462691039857,JHH
16,Michoacán,Mich.,010,Arteaga,16010,18.3575,-102.28916666666666,20282,6.838571428571428,NO,16236,9141,56.30081300813008,43.69918699186992,61.9053503027308,67.08143402735,64.4972239358421,417,2284,656,199,319,58,4598,76,105,67,0,3358,5116,248,Juntos Haremos Historia,5116,19.23203150639974,JHH
16,Michoacán,Mich.,011,Briseñas,16011,20.26861111111111,-102.56138888888889,11681,7.498333333333333,NO,6372,4076,63.96735718769617,36.03264281230383,53.5968891769281,57.7987421383648,55.7293329077561,161,378,488,222,133,910,858,389,170,282,0,1028,1213,841,Juntos Haremos Historia,1213,4.538763493621198,JHH
16,Michoacán,Mich.,012,Buenavista,16012,19.209444444444443,-102.58638888888888,45871,6.179565217391304,NO,31396,10672,33.991591285514076,66.00840871448592,53.497225448445,57.9583015509789,55.7444764649376,451,1668,899,279,709,104,4368,539,157,981,0,3022,5358,1677,Juntos Haremos Historia,5358,21.88905547226387,JHH
16,Michoacán,Mich.,013,Caracuaro,16013,19.016666666666666,-101.1261111111111,9707,5.88,NO,7721,5404,69.9909338168631,30.009066183136895,49.0848156741428,55.9517125210556,52.371993011692,57,321,1204,1600,362,10,1432,193,24,11,0,1586,3397,228,Juntos Haremos Historia,3397,33.51221317542561,JHH
16,Michoacán,Mich.,014,Coahuayana,16014,18.696666666666665,-103.66194444444444,17118,6.7775,NO,11295,5876,52.02301903497123,47.97698096502877,57.4491478834524,67.643038469049,62.384193609378,343,803,1245,548,235,47,1246,32,50,1140,0,2392,2031,1222,Va por México,2392,6.143635125936011,V x M
16,Michoacán,Mich.,015,Coalcoman De Vazquez Pallares,16015,18.7775,-103.16,19601,6.205555555555556,NO,14649,8343,56.95269301658816,43.04730698341184,56.0589519650655,66.4555139648719,61.1181168558218,670,1209,1527,1491,226,951,1561,133,80,85,0,3409,3282,298,Va por México,3409,1.5222342083183507,V x M
16,Michoacán,Mich.,016,Coeneo,16016,19.82111111111111,-101.58416666666666,20965,6.81448275862069,NO,19173,10004,52.17754133416784,47.82245866583216,45.3412000445285,57.7252344068488,51.8063314711359,430,621,2213,384,856,78,4446,265,60,68,0,3267,5686,393,Juntos Haremos Historia,5686,24.18032786885246,JHH
16,Michoacán,Mich.,017,Contepec,16017,19.953888888888887,-100.16361111111112,35435,7.024615384615385,NO,24053,14992,62.32902340664366,37.67097659335634,56.449864498645,67.477990678405,62.0895127118644,266,5222,3581,534,381,167,3953,99,77,79,0,9071,4868,255,Va por México,9071,28.03495197438634,V x M
16,Michoacán,Mich.,018,Copandaro,16018,19.892222222222223,-101.21361111111112,9513,7.078333333333333,NO,7627,4521,59.27625540841747,40.72374459158253,40.5592389737677,57.7084425799685,49.5400247150899,87,1515,834,223,773,58,698,56,8,19,0,2438,1694,83,Va por México,2438,16.45653616456536,V x M
16,Michoacán,Mich.,019,Cotija,16019,19.81,-102.70472222222224,20247,6.316842105263158,NO,17279,7905,45.7491752994965,54.2508247005035,44.491262857851,54.1342920097414,49.4728013419602,3337,748,573,213,223,151,2063,67,55,46,0,4661,2499,168,Va por México,4661,27.34977862112587,V x M
16,Michoacán,Mich.,020,Cuitzeo,16020,19.969166666666663,-101.14,30037,7.40125,NO,23620,12848,54.39458086367486,45.60541913632514,45.6413156158703,57.3334459174196,51.8081410884475,464,1200,1940,328,2474,1128,3001,794,119,669,0,3607,5803,1582,Juntos Haremos Historia,5803,17.092154420921545,JHH
16,Michoacán,Mich.,021,Charapan,16021,19.650555555555552,-102.25333333333332,13519,6.9,NO,5566,4354,78.22493711821775,21.775062881782247,40.5026582890285,46.5448768864178,43.8194898626553,41,735,900,186,72,327,1080,488,49,305,0,1677,1338,842,Va por México,1677,7.7859439595774,V x M
16,Michoacán,Mich.,022,Charo,16022,19.746111111111112,-101.04472222222222,25221,7.270666666666667,SI,16976,10700,63.030160226201694,36.969839773798306,56.3228585909782,68.5133325216121,62.5395839801304,893,594,2082,781,253,1866,2544,451,103,407,0,3573,3578,961,Juntos Haremos Historia,3578,0.04672897196261682,JHH
16,Michoacán,Mich.,023,Chavinda,16023,20.00722222222222,-102.45916666666668,10417,6.7281818181818185,NO,9394,4562,48.56291249733873,51.43708750266127,46.0960619166856,52.9488574537541,49.5994659546061,856,732,438,368,200,51,1524,56,104,36,0,2027,2092,196,Juntos Haremos Historia,2092,1.4248136782113108,JHH
16,Michoacán,Mich.,024,Cheran,16024,19.686666666666667,-101.95472222222224,20659,8.0975,NO,2103,1025,48.73989538754161,51.26010461245839,8.10196460464361,8.21620055064483,8.16232771822358,26,111,207,23,29,8,455,13,8,104,0,347,507,125,Juntos Haremos Historia,507,15.609756097560975,JHH
16,Michoacán,Mich.,025,Chilchota,16025,19.84638888888889,-102.11861111111112,40357,7.857647058823529,NO,28753,17475,60.77626682433137,39.22373317566863,47.5787607767303,60.7102986324309,54.6161612384549,390,3641,1349,591,1767,2112,5011,1583,88,279,0,5383,7369,1950,Juntos Haremos Historia,7369,11.36480686695279,JHH
16,Michoacán,Mich.,026,Chinicuila,16026,18.7575,-103.3675,4538,6.27,NO,3990,2350,58.89724310776943,41.10275689223057,65.6835205992509,71.412864211105,68.3185840707965,24,309,292,415,48,24,645,456,14,10,0,627,1110,480,Juntos Haremos Historia,1110,20.5531914893617,JHH
16,Michoacán,Mich.,027,Chucandiro,16027,19.900277777777777,-101.33166666666666,4948,6.116666666666667,NO,5009,2635,52.60531044120583,47.39468955879417,45.1005025125628,56.3038371182459,50.8903278025091,33,242,535,1156,64,22,425,28,13,7,0,813,1645,48,Juntos Haremos Historia,1645,31.57495256166983,JHH
16,Michoacán,Mich.,028,Churintzio,16028,20.149722222222223,-102.06361111111111,5233,6.92625,NO,6092,2845,46.70059093893631,53.29940906106369,45.630081300813,54.0496407576747,49.9168606584636,84,197,866,38,71,27,1393,27,24,7,0,1148,1502,58,Juntos Haremos Historia,1502,12.442882249560633,JHH
16,Michoacán,Mich.,029,Churumuco,16029,18.661388888888887,-101.6463888888889,12489,6.350769230769231,NO,10623,6654,62.63767297373624,37.36232702626376,66.4418811002662,73.185076272744,69.7544239797761,21,4939,72,791,40,15,560,16,6,16,0,5034,1391,38,Va por México,5034,54.74902314397355,V x M
16,Michoacán,Mich.,030,Ecuandureo,16030,20.161944444444444,-102.19194444444445,11885,6.2323076923076925,NO,11432,6141,53.71763470958712,46.28236529041288,52.2297808012094,60.1553462237647,56.4577272326545,2428,263,316,107,110,1105,1402,44,22,32,0,3009,1619,98,Va por México,3009,22.63475004070998,V x M
16,Michoacán,Mich.,031,Epitacio Huerta,16031,20.134722222222223,-100.29277777777776,16116,6.496363636363636,NO,11779,6863,58.26470837931913,41.73529162068087,56.8890437206062,70.6905458928879,63.8292344994804,2244,1574,492,535,52,114,1466,95,32,30,0,4315,2053,157,Va por México,4315,32.95934722424596,V x M
16,Michoacán,Mich.,032,Erongaricuaro,16032,19.587777777777777,-101.72055555555556,15324,7.609,NO,12049,8602,71.39181674827788,28.608183251722124,55.2655594086512,64.0731874145007,59.8128365851505,119,1841,379,1097,474,272,3643,88,68,68,0,2341,5214,224,Juntos Haremos Historia,5214,33.39920948616601,JHH
16,Michoacán,Mich.,033,Gabriel Zamora,16033,19.158055555555553,-102.05111111111113,21466,7.22,NO,16582,8070,48.66722952599204,51.33277047400796,51.6849629818739,56.8680641183724,54.3213748118415,115,423,583,544,326,70,5321,85,78,56,0,1123,6191,219,Juntos Haremos Historia,6191,62.800495662949196,JHH
16,Michoacán,Mich.,034,Hidalgo,16034,19.691666666666663,-100.55361111111112,125576,7.670277777777778,NO,91583,46656,50.94395248026381,49.05604751973619,51.7571574393623,58.1962416281943,55.1607987809768,5129,4693,2964,7849,8578,4941,7533,1142,525,746,0,12788,23960,2413,Juntos Haremos Historia,23960,23.945473251028808,JHH
16,Michoacán,Mich.,035,La Huacana,16035,18.96222222222222,-101.80638888888888,30553,6.656428571428571,NO,24464,17504,71.55003270111185,28.44996729888815,53.7408759124088,57.2562172774869,55.5107084019769,273,986,301,145,1351,109,13026,114,85,117,0,1564,14522,316,Juntos Haremos Historia,14522,74.02879341864717,JHH
16,Michoacán,Mich.,036,Huandacareo,16036,19.99,-101.27555555555556,11640,7.681,NO,10339,6124,59.23203404584583,40.76796595415417,54.6102353703304,62.4596084394602,58.7848766680146,555,815,1644,528,416,134,1502,195,22,35,0,3017,2446,252,Va por México,3017,9.323971260613979,V x M
16,Michoacán,Mich.,037,Huaniqueo,16037,19.899166666666662,-101.50472222222224,7945,6.163636363636364,NO,7626,3873,50.78678206136899,49.21321793863101,47.7982162764771,56.6691785983421,52.4639978861144,136,185,1182,107,254,150,1280,111,51,47,0,1508,1641,209,Juntos Haremos Historia,1641,3.4340304673379807,JHH
16,Michoacán,Mich.,038,Huetamo,16038,18.626944444444444,-100.89722222222224,41961,6.455777777777778,NO,33537,18645,55.595312639771,44.404687360229,51.9681665136211,56.1189020735946,54.0655946216044,210,948,7388,201,651,244,8144,130,88,38,0,8546,9000,256,Juntos Haremos Historia,9000,2.4349691606328774,JHH
16,Michoacán,Mich.,039,Huiramba,16039,19.545,-101.4363888888889,9015,7.645,NO,6837,4465,65.30642094485886,34.69357905514114,61.7809554761131,80.0540702913788,71.2769278801124,111,1626,548,151,149,45,1125,62,33,361,0,2286,1425,456,Va por México,2286,19.283314669652857,V x M
16,Michoacán,Mich.,040,Indaparapeo,16040,19.78777777777778,-100.96861111111112,18069,6.835384615384616,NO,13669,8127,59.45570268490745,40.54429731509255,55.8385391638635,68.9133016627078,62.624239155559,216,883,1455,2015,216,361,1355,55,64,1138,0,2557,3586,1257,Juntos Haremos Historia,3586,12.661498708010337,JHH
16,Michoacán,Mich.,041,Irimbo,16041,19.699166666666667,-100.47833333333334,15872,7.18375,NO,12650,7017,55.4703557312253,44.5296442687747,50.7986659645427,61.8288991556476,56.5809253382328,279,1856,1608,325,177,205,2069,85,81,63,0,3744,2571,229,Va por México,3744,16.71654553227875,V x M
16,Michoacán,Mich.,042,Ixtlan,16042,20.17,-102.39833333333334,14302,6.376666666666667,NO,11564,6606,57.12556208924248,42.87443791075752,59.7498160412068,66.8699895433949,63.4061213531412,319,2079,1318,91,1121,32,1110,36,31,188,0,3717,2322,255,Va por México,3717,21.11716621253406,V x M
16,Michoacán,Mich.,043,Jacona,16043,19.955555555555556,-102.30277777777778,69060,8.155555555555555,SI,53359,21137,39.61281133454525,60.38718866545475,44.1836692971337,53.4372623574144,48.9784660243907,2046,5545,1118,1500,1234,1249,6802,193,193,157,0,8710,9536,543,Juntos Haremos Historia,9536,3.907839333869518,JHH
16,Michoacán,Mich.,044,Jimenez,16044,19.923055555555557,-101.74694444444444,12949,6.906428571428571,NO,12327,5674,46.02904194045591,53.97095805954409,47.9255591599795,55.7193207305351,51.9464418546987,136,310,1764,137,153,106,2134,73,41,458,0,2214,2424,572,Juntos Haremos Historia,2424,3.7010927035600987,JHH
16,Michoacán,Mich.,045,Jiquilpan,16045,19.99416666666667,-102.71722222222222,38611,8.248,NO,32858,15662,47.665713068354734,52.334286931645266,45.9477561955794,52.9580323562772,49.6543669707396,1441,1538,1439,2049,164,2820,4653,144,323,417,0,4420,6866,884,Juntos Haremos Historia,6866,15.617417954284255,JHH
16,Michoacán,Mich.,046,Jose Sixto Verduzco,16046,20.302777777777777,-101.59694444444445,26110,7.091111111111111,NO,21355,11963,56.019667525169744,43.980332474830256,58.3729686880698,65.681127383255,62.1604849873502,213,1170,2327,2441,333,132,3354,357,719,418,0,3714,6128,1494,Juntos Haremos Historia,6128,20.178884895093205,JHH
